"","site_code","Long","Lat","year","block","plot","trt","Family","Taxon","num_leaves","leaf_pct_N","leaf_pct_C","leaf_C13_delta_PDB","leaf_area_mm2","leaf_dry_mass_g","leaf_ppm_P","leaf_ppm_B","leaf_ppm_Na","leaf_ppm_Ca","leaf_ppm_Fe","leaf_ppm_K","leaf_ppm_Mg","leaf_ppm_Mn","leaf_ppm_Cu","leaf_ppm_Zn","leaf_ppm_Sr","leaf_ppm_Pb","leaf_ppm_Mo","SLA_v2","Ntrt","Ptrt","Ktrt","Nfix","first_nutrient_year","site_name","continent","country","region","habitat","lifespan","lifeform","photosynthetic_pathway","max_cover","live_mass","precip.mean","tmp","par2_gs","aridity","Ntrt_fac","Ptrt_fac","Ktrt_fac","block_fac","trt_fac","sla_m2_g","lma","narea","nmass","spp_live_mass","delta","chi","fence","loglma","lognarea","lognmass","log_spp_live_mass"
"326","burrawan.au",151.139517,-27.734896,2011,3,24,"Control","Poaceae","ERAGROSTIS CURVULA",15,1.234157053,48.31437171,-13.32260859,5807.72,0.19582,1605.23265,6.8630037,NA,2007.4467,40.076463,7491.0857,560.92554,16.088562,2.4157,16.692487,23.347369,0.034230469,0.07392,2955.073232,0,0,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","PERENNIAL","GRASS","C4",50,125.15,632.3195123,19.00669643,977.7897213,0.3434,"0","0","0","3","Control",0.002955073232,338.401089073247,4.17640090822629,1.234157053,62.575,5.39447709690985,0.523408998373605,"no",5.82423184602845,1.4294498489001,0.210388188859747,4.13636583731784
"327","burrawan.au",151.139517,-27.734896,2011,3,25,"NP","Poaceae","ERAGROSTIS CURVULA",15,1.456019865,49.4400838,-13.49770825,6687.34,0.19574,2980.577472,10.66988483,566.9893303,2504.850123,45.63099062,4262.128698,1194.172733,57.28145631,2.932033865,12.4271634,25.82519895,0.049514479,0.03301,3345.412691,1,1,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","PERENNIAL","GRASS","C4",10,180.05,632.3195123,19.00669643,977.7897213,0.3434,"1","1","0","3","NP",0.003345412691,298.916783179023,4.35228774290556,1.456019865,18.005,5.57293003369244,0.617331596680233,"no",5.70016521752628,1.47070162476356,0.375706593225378,2.89064949710084
"328","burrawan.au",151.139517,-27.734896,2011,3,26,"PK","Poaceae","ERAGROSTIS CURVULA",15,1.253740023,45.85620072,-13.29863867,5140.07,0.18826,2752.953756,17.17,82.06523743,2103.96846,112.0023011,11535.19026,680.3878103,30.2510888,5.443102483,18.31813335,21.66773488,0.120376305,0.143405,2703.340473,0,1,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","PERENNIAL","GRASS","C4",80,626.85,632.3195123,19.00669643,977.7897213,0.3434,"0","1","1","3","PK",0.002703340473,369.912709844595,4.63774369348555,1.253740023,501.48,5.37005306535488,0.510554244923622,"no",5.91326705846599,1.53422797501343,0.226131102535526,6.21756372624782
"330","burrawan.au",151.139517,-27.734896,2011,3,28,"NPK","Poaceae","ERAGROSTIS CURVULA",15,1.251660548,46.47755709,-13.48125524,7259.64,0.23298,3242.855465,15,85.71879095,2685.166946,83.65327792,10534.11648,650.636606,42.34301722,3.542354855,14.7684182,26.85166946,0.093980843,0.076424,3085.205013,1,1,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","PERENNIAL","GRASS","C4",45,228.8,632.3195123,19.00669643,977.7897213,0.3434,"1","1","1","3","NPK",0.003085205013,324.127568763289,4.05697690340165,1.251660548,102.96,5.55615924088039,0.60850486362126,"no",5.78113716905161,1.40043809118411,0.224471108120594,4.63434056328787
"331","burrawan.au",151.139517,-27.734896,2011,3,29,"K","Poaceae","ERAGROSTIS CURVULA",15,1.023436883,44.30067616,-13.61703735,5272.52,0.21732,747.6183859,16.9,57.1007086,2286.195354,59.59276989,9188.121612,566.6730664,55.58380173,2.643751973,7.736225036,22.32020109,0.043123495,0.054175,2359.643138,0,0,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","PERENNIAL","GRASS","C4",80,400.85,632.3195123,19.00669643,977.7897213,0.3434,"0","0","1","3","K",0.002359643138,423.792896432461,4.33725280962379,1.023436883,320.68,5.6945806676439,0.681358246128366,"no",6.04924488409028,1.46724115451331,0.0231664564111237,5.77044374117475
"334","burrawan.au",151.139517,-27.734896,2011,3,22,"NK","Poaceae","ERAGROSTIS LEPTOSTACHYA",15,1.407459524,45.27014319,-14.04100015,319.32,0.0075,1028.492439,13.78391929,2290.251205,6764.723467,83.76381723,869.4472168,965.9346518,2046.381864,55.13567716,4.060954683,27.77989888,0.051954773,14.63216,4815.441744,1,0,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","PERENNIAL","GRASS","C4",NA,189.25,632.3195123,19.00669643,977.7897213,0.3434,"1","0","1","3","NK",0.004815441744,207.665267936424,2.92280459161132,1.407459524,NA,6.12702977600393,0.908963040002066,"no",5.33592749463803,1.07254363189692,0.341786323246982,NA
"335","burrawan.au",151.139517,-27.734896,2011,1,1,"Control","Poaceae","ERAGROSTIS SORORIA",15,1.628248708,45.0940363,-13.93912201,2477.058,0.03154,1077.215614,11.8153096,3044.304996,3459.437496,124.5397498,6163.120954,1735.040959,284.2060958,11.92175383,44.60013264,36.19103842,0.392779211,0.36191,8146.399784,0,0,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",NA,501.05,632.3195123,19.00669643,977.7897213,0.3434,"0","0","0","1","Control",0.008146399784,122.753612210888,1.99873410484712,1.628248708,NA,6.02307843518383,0.854251807991488,"no",4.8101791936216,0.692514032587623,0.487505024954116,NA
"336","burrawan.au",151.139517,-27.734896,2011,1,2,"NK","Poaceae","ERAGROSTIS SORORIA",15,2.255601492,47.01913961,-13.94370016,2904.1302,0.03854,990.2350488,9.596092225,2021.304533,2143.807838,63.29337425,9126.496223,1184.198615,214.3807838,4.665334199,39.71148804,18.47758184,0.147003966,0.042059,7710.757432,1,0,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",1,617.85,632.3195123,19.00669643,977.7897213,0.3434,"1","0","1","1","NK",0.007710757432,129.688945453005,2.92526578859704,2.255601492,6.1785,6.02774928872159,0.856710151958731,"no",4.86513885602463,1.07338534445201,0.81341667441547,1.82107552356211
"337","burrawan.au",151.139517,-27.734896,2011,1,3,"NPK","Poaceae","ERAGROSTIS SORORIA",15,1.775228921,46.92562572,-13.79334337,2758.2446,0.03264,1718.450326,10.8937476,1902.570004,3068.661297,82.7515663,11251.75809,1268.380003,184.1196778,7.467075822,34.77816136,21.07147424,0.171845033,0.429613,8620.415698,1,1,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",30,213.65,632.3195123,19.00669643,977.7897213,0.3434,"1","1","1","1","NPK",0.008620415698,116.003686484865,2.05933099190549,1.775228921,64.095,5.87437058049946,0.775984516052345,"no",4.75362197064333,0.72238116884422,0.573929384188983,4.1603663577641
"338","burrawan.au",151.139517,-27.734896,2011,1,4,"N","Poaceae","ERAGROSTIS SORORIA",15,1.875379873,48.04895944,-13.65727342,4323.8268,0.06074,933.0483017,9.033785644,1158.818019,1968.991652,71.92663567,9000.81927,758.2266177,90.40778512,6.193682516,31.76759742,15.93374776,0.133863461,0.124873,7355.927954,1,0,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",5,597.75,632.3195123,19.00669643,977.7897213,0.3434,"1","0","0","1","N",0.007355927954,135.944778993685,2.5494810236419,1.875379873,29.8875,5.73560616157811,0.702950611356899,"no",4.91224876646965,0.93588981831687,0.628811237835315,3.39744033278444
"339","burrawan.au",151.139517,-27.734896,2011,1,6,"NP","Poaceae","ERAGROSTIS SORORIA",15,2.021171861,50.30636503,-13.84588365,4089.1224,0.06588,3759.365239,9.217123911,2118.221023,3148.706926,72.51567466,6020.709304,1354.898132,188.9224156,NA,20.60971806,23.56759426,0.118315048,0.141215,6347.283628,1,1,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",5,247,632.3195123,19.00669643,977.7897213,0.3434,"1","1","0","1","NP",0.006347283628,157.547709950862,3.18430998117672,2.021171861,12.35,5.92796151542424,0.804190271275916,"no",5.05972833271752,1.15823561914057,0.703677472411138,2.51365606307399
"341","burrawan.au",151.139517,-27.734896,2011,1,8,"P","Poaceae","ERAGROSTIS SORORIA",15,1.705468874,47.05346647,-13.62082693,4359.3,0.0539,5171.988766,9.660499727,3692.820382,3192.963479,62.22708378,4661.930703,1642.386965,296.8537931,6.059489797,43.25292381,34.27590188,0.159138116,0.203003,8038.408351,0,1,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",40,208.6,632.3195123,19.00669643,977.7897213,0.3434,"0","1","0","1","P",0.008038408351,124.402737001486,2.12164995796442,1.705468874,83.44,5.69844445570132,0.683391818790171,"no",4.82352418168271,0.752194068038178,0.533840072343562,4.42412781069252
"342","burrawan.au",151.139517,-27.734896,2011,1,9,"PK","Poaceae","ERAGROSTIS SORORIA",15,1.526192296,47.68492641,-13.9304758,2194,0.05124,4127.090358,9.16012738,1731.364736,3271.474064,86.06493307,7046.251831,1137.466367,253.6650659,6.039644426,30.50020435,23.55461326,0.109720207,0.257691,4652.03644,0,1,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",35,319.25,632.3195123,19.00669643,977.7897213,0.3434,"0","1","1","1","PK",0.00465203644,214.95962314517,3.28069720795222,1.526192296,111.7375,6.01425726528908,0.849609086994254,"no",5.37045021116637,1.18805596320772,0.422775938029441,4.71615237041397
"343","burrawan.au",151.139517,-27.734896,2011,1,10,"K","Poaceae","ERAGROSTIS SORORIA",15,1.199960236,46.10699312,-13.66543819,2262.66,0.05212,794.3263597,11.8472267,853.6665989,2279.914453,72.35344954,9577.722817,827.6401782,147.8300696,5.194873571,30.29475369,16.24048652,0.072873978,0.100254,4855.226991,0,0,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",3,217.1,632.3195123,19.00669643,977.7897213,0.3434,"0","0","1","1","K",0.004855226991,205.963593845081,2.47148122677752,1.199960236,6.513,5.74393153130869,0.707332384899311,"no",5.32769942426382,0.90481765785398,0.182288419578256,1.87380017956426
"344","burrawan.au",151.139517,-27.734896,2011,2,11,"NP","Poaceae","ERAGROSTIS SORORIA",15,1.634984371,43.49002225,-13.40286041,2411.56,0.05596,1048.5169,16.61071511,2207.404001,3575.994481,79.57691423,31676.24741,1350.931249,236.1922281,5.485398942,33.99402161,28.25477121,0.072844332,0.507703,4487.113587,1,1,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",3,296,632.3195123,19.00669643,977.7897213,0.3434,"1","1","0","2","NP",0.004487113587,222.860415857799,3.64373296842062,1.634984371,8.88,5.47625793061316,0.566451542427981,"no",5.40654563762183,1.29300869691586,0.491633245282122,2.18380155700408
"345","burrawan.au",151.139517,-27.734896,2011,2,13,"K","Poaceae","ERAGROSTIS SORORIA",15,1.210863332,39.51750128,-13.7164517,3280.26,0.05028,1008.148186,11.90343641,2500.936282,3158.054557,73.48550028,11709.09459,1178.197277,111.7465459,6.534743661,30.0986892,21.62052735,0.115390455,0.173693,6486.194846,0,0,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",10,287.6,632.3195123,19.00669643,977.7897213,0.3434,"0","0","1","2","K",0.006486194846,154.173598503088,1.86683157189879,1.210863332,28.76,5.79595159004033,0.734711363179119,"no",5.03807923053682,0.624242647259698,0.191333602710966,3.35898553285285
"346","burrawan.au",151.139517,-27.734896,2011,2,15,"P","Poaceae","ERAGROSTIS SORORIA",15,1.272254678,44.03479966,-13.47670632,2149.5,0.03654,2545.71,12.27,2032.48,3917.36,61.54,5529.72,2111.97,96.51,5.22,20.21,30.88,0.07,NA,5987.86578,0,1,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",20,148.35,632.3195123,19.00669643,977.7897213,0.3434,"0","1","0","2","P",0.00598786578,167.004411378105,2.12472143622431,1.272254678,29.67,5.55152255915864,0.606064504820335,"no",5.11802022750563,0.753640704947869,0.24079066343033,3.39013643430273
"347","burrawan.au",151.139517,-27.734896,2011,2,16,"NPK","Poaceae","ERAGROSTIS SORORIA",15,1.868687512,48.6349293,-13.28025155,2897.44,0.06128,2003.495425,9.593091395,1648.195744,1158.671738,61.48658374,7796.854117,878.3797677,86.85103321,5.921661355,19.04801069,9.593091395,0.068099106,0.36813,5419.676258,1,1,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",1,618.95,632.3195123,19.00669643,977.7897213,0.3434,"1","1","1","2","NPK",0.005419676258,184.512866155778,3.44796888788629,1.868687512,6.1895,5.35131840453639,0.500693897124415,"no",5.21771919631086,1.2377853295259,0.625236319203135,1.82285430798973
"348","burrawan.au",151.139517,-27.734896,2011,2,17,"N","Poaceae","ERAGROSTIS SORORIA",15,1.760525949,43.43989839,-13.52495329,2110.78,0.04118,885.13,12.05,2741.72,2163.91,86.33,7078.75,1266.12,79.42,5.85,20.6,20.72,0.11,NA,5193.382578,1,0,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",1,546.25,632.3195123,19.00669643,977.7897213,0.3434,"1","0","0","2","N",0.005193382578,192.552731284647,3.38994079977445,1.760525949,5.4625,5.60070253011093,0.631948700058386,"no",5.26037004496762,1.2208124580465,0.565612599066968,1.69790656042171
"349","burrawan.au",151.139517,-27.734896,2011,2,18,"NK","Poaceae","ERAGROSTIS SORORIA",15,1.751884631,42.30786931,-12.86886575,3955.06,0.04578,1512.338092,10.29025243,2064.85771,1272.950742,147.4898364,12979.10561,975.7019949,70.34130661,8.771107119,27.22889288,7.805615959,0.165642432,0.068072,8828.58059,1,0,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",5,419.2,632.3195123,19.00669643,977.7897213,0.3434,"1","0","1","2","NK",0.00882858059,113.26849087527,1.98433328340949,1.751884631,20.96,4.93233936309714,0.280178612156388,"no",4.72976102587208,0.685282980344143,0.560692140460156,3.04261585945284
"350","burrawan.au",151.139517,-27.734896,2011,2,19,"PK","Poaceae","ERAGROSTIS SORORIA",15,1.111704917,32.05908196,-13.36460067,2424.2,0.047,5315.2001,14.17885773,1766.742568,3374.777754,114.688543,15152.06338,1624.504819,224.5859197,8.728906079,41.92270501,20.76671138,0.13924327,0.275492,5177.669271,0,1,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",20,481.6,632.3195123,19.00669643,977.7897213,0.3434,"0","1","1","2","PK",0.005177669271,193.137094638504,2.14711457764719,1.111704917,96.32,5.43726757994186,0.545930305232558,"no",5.26340027165098,0.764124883866369,0.105894798203484,4.56767598156051
"352","burrawan.au",151.139517,-27.734896,2011,3,21,"N","Poaceae","ERAGROSTIS SORORIA",15,1.802512809,46.00886439,-13.82399048,1956.3,0.03652,1178.903255,15.3,1439.72256,3338.487095,79.2890685,9545.986536,1637.945231,55.39802023,4.27743659,20.34390573,27.12520764,0.062387978,0.087635,5531.833324,1,0,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",10,190.05,632.3195123,19.00669643,977.7897213,0.3434,"1","0","0","3","N",0.005531833324,180.771896300902,3.25843658589595,1.802512809,19.005,5.90562985083637,0.792436763598088,"no",5.1972359950623,1.18124750546726,0.589181696393049,2.94470210244121
"353","burrawan.au",151.139517,-27.734896,2011,3,22,"NK","Poaceae","ERAGROSTIS SORORIA",15,1.344068166,47.7615749,-13.64453361,2520.86,0.07016,984.892146,12.5895346,224.1132128,3437.072591,103.5141745,9627.823223,617.0650792,27.73777881,4.311415619,13.02469613,32.26024274,0.08652981,0.069344,4288.896605,1,0,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",25,189.25,632.3195123,19.00669643,977.7897213,0.3434,"1","0","1","3","NK",0.004288896605,233.160202284709,3.13383205468997,1.344068166,47.3125,5.72261603685195,0.69611370360629,"no",5.45172578075593,1.14225655433264,0.295700959564806,3.85677453119767
"354","burrawan.au",151.139517,-27.734896,2011,3,23,"P","Poaceae","ERAGROSTIS SORORIA",15,1.721679409,47.85851993,-13.73936303,2948.46,0.04516,3710.937996,11.75464684,1564.611695,2176.414987,43.62859535,11734.58772,1165.435122,38.01204055,3.751056244,23.06799295,17.65202938,0.039115292,0.076225,6653.278811,0,1,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",5,208.15,632.3195123,19.00669643,977.7897213,0.3434,"0","1","0","3","P",0.006653278811,150.301832886769,2.58771570816108,1.721679409,10.4075,5.81931673521163,0.747008808006119,"no",5.01264549153998,0.950775520589662,0.543300215037769,2.34252670008699
"355","burrawan.au",151.139517,-27.734896,2011,3,24,"Control","Poaceae","ERAGROSTIS SORORIA",15,1.604223424,45.72674866,-13.87502168,2074.64,0.03576,1973.461981,12.56507442,1469.599348,3401.072776,75.57939502,7872.853648,1417.113657,123.8662307,5.049123473,53.53540481,32.33118565,0.055005004,0.070436,5683.914772,0,0,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",20,125.15,632.3195123,19.00669643,977.7897213,0.3434,"0","0","0","3","Control",0.005683914772,175.935079978008,2.82239176404034,1.604223424,25.03,5.95768468415526,0.819834044292241,"no",5.17011506322986,1.03758466875647,0.472639791514698,3.22007510544368
"356","burrawan.au",151.139517,-27.734896,2011,3,25,"NP","Poaceae","ERAGROSTIS SORORIA",15,2.014010461,47.11154663,-13.51847532,1226.9,0.02236,5139.9192,7.5096528,659.09688,2998.6788,67.275936,4013.9424,2824.3644,92.716416,5.3801904,43.507932,27.701856,0.085531836,0.108263,5546.987039,1,1,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",30,180.05,632.3195123,19.00669643,977.7897213,0.3434,"1","1","0","3","NP",0.005546987039,180.278048780204,3.63081876131999,2.014010461,54.015,5.59409900939616,0.628473162840083,"no",5.1945003744901,1.2894581769259,0.700127988423894,3.98926178576895
"357","burrawan.au",151.139517,-27.734896,2011,3,26,"PK","Poaceae","ERAGROSTIS SORORIA",15,1.543601567,46.74621951,-14.08303249,2814.04,0.0371,2916.171648,18.55757856,1796.936755,3655.48277,72.8016091,8964.147355,1673.718235,67.77018619,6.058243917,36.9655561,28.75098808,0.05329201,0.054422,8497.12761,0,1,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",6,626.85,632.3195123,19.00669643,977.7897213,0.3434,"0","1","1","3","PK",0.00849712761,117.686828525811,1.81661572927701,1.543601567,37.611,6.16992372629828,0.931538803314885,"no",4.76802710083177,0.596975280683861,0.434118365840179,3.627296560802
"358","burrawan.au",151.139517,-27.734896,2011,3,28,"NPK","Poaceae","ERAGROSTIS SORORIA",15,1.878977643,42.41211107,-13.78743087,1993.16,0.03326,3893.227567,14.62223842,929.168556,3010.460851,108.7613864,13320.72339,1126.1,37.23464737,4.651501541,31.46271115,21.14113109,0.089521599,0.041196,5918.224756,1,1,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",30,228.8,632.3195123,19.00669643,977.7897213,0.3434,"1","1","1","3","NPK",0.005918224756,168.969588217511,3.1749007860762,1.878977643,68.64,5.86834020489666,0.772810634156134,"no",5.12971874735421,1.15527638337647,0.630727822010356,4.22887545517971
"359","burrawan.au",151.139517,-27.734896,2011,3,29,"K","Poaceae","ERAGROSTIS SORORIA",15,1.940792508,46.4604511,-13.64539031,1787.92,0.04464,2779.137889,12.6662567,1807.989333,3202.723962,90.91603504,10641.30865,1270.758217,126.0426849,8.265094095,27.27481051,23.34889082,0.041635412,0.067154,4242.044846,0,0,1,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","ANNUAL","GRASS","C4",2,400.85,632.3195123,19.00669643,977.7897213,0.3434,"0","0","1","3","K",0.004242044846,235.735367329495,4.57513434783711,1.940792508,8.017,5.72348955896732,0.696573452088062,"no",5.46270985099548,1.52063606394378,0.663096398936389,2.08156428706081
"360","burrawan.au",151.139517,-27.734896,2011,3,24,"Control","Verbenaceae","GLANDULARIA ARISTIGERA",15,2.711866858,39.06438481,-32.41674655,880.7,0.01014,2201.2564,24.2841356,519.74652,26147.4884,182.03824,10418.3688,8322.5852,209.422104,7.4651304,71.68244,329.153264,0.13262228,0.509199,10646.71272,0,0,0,"no",2009,"Burrawan","Australia","AU","Australia","semiarid grassland","PERENNIAL","HERB","C3",4,125.15,632.3195123,19.00669643,977.7897213,0.3434,"0","0","0","3","Control",0.01064671272,93.9257051729672,2.54714006972849,2.711866858,5.006,25.2347758840803,0.921892738233641,"no",4.54250409926222,0.934971188489324,0.997637275215199,1.61063719300958
